15 300 3180
-1.07766
 1.64988
 4.33271
2.39943
2.33206
3.27416
-2.10785
 1.39979
 3.05191
  1.61716
-0.474052
  2.66102
-0.208313
 0.372495
  2.00484
-0.466524
  1.33601
  4.30619
 -1.08523
-0.965718
  4.23911
0.0846033
 -1.03534
  6.03532
 2.32092
0.975433
 3.94409
 2.95579
-1.43081
 4.16712
   1.76638
-0.0180535
   4.64385
1.49344
0.16651
3.05286
-0.303067
   1.7368
  3.94402
0.0539077
 -1.95652
  3.05726
0.090231
 -1.4278
 4.77147
-1.0751
1.43734
1.66112
-1.45851
-1.25456
 2.37209
  1.54095
-0.713247
  4.26058
-0.586413
  -1.5728
  3.55277
-0.251325
 -1.08236
  4.43877
-0.335102
-0.627459
  3.33451
  -1.6198
-0.407141
  3.30494
  0.620731
-0.0879426
   3.40326
 0.332705
0.0401378
  2.98328
0.673039
0.413388
  3.0789
-0.346947
   1.0943
  1.56749
-0.499634
 -0.75829
  3.50793
-1.09492
0.220653
  3.0914
-0.653882
0.0671399
  4.02004
0.328338
0.937004
 4.49203
0.555733
0.301811
 5.07138
  3.01492
-0.755698
  2.61871
 1.33347
0.102635
 4.34852
 0.41326
-1.04246
 2.46628
0.691724
0.581912
 4.12067
-0.100513
-0.364544
  3.51088
-0.598659
  1.16787
  2.08372
-1.92989
-2.54233
 2.01362
2.52037
 1.8545
3.77983
-0.117152
0.0972196
  3.27175
  -2.2607
-0.470672
  2.25765
 -1.19036
-0.750538
   2.6662
 1.27771
-1.24829
 2.45134
-1.33984
0.175717
 4.39637
  1.9525
-2.47757
 1.87968
  0.95709
-0.126112
  2.94825
 1.66101
0.542929
 3.89587
1.47789
2.73138
4.38094
-0.227169
 0.196051
  3.84678
 1.32564
0.744022
 2.70912
-1.65511
 0.15505
 3.35584
-0.503149
  1.51444
  2.32544
  2.19058
0.0327474
  1.70063
-0.914417
  -1.6706
  3.79944
-2.92954
 1.18332
 3.56092
   1.29373
-0.0353572
   3.30334
-0.140893
-0.630899
  2.44405
 1.45791
0.182592
 2.65091
-1.72326
-2.09516
 3.06411
-0.780399
 -1.17558
  1.63198
  1.40327
-0.339659
  2.10534
-1.96853
-2.04362
 2.33695
 2.45072
0.144549
 1.97634
-0.805538
-0.906127
  1.92341
 2.01899
-1.25166
   3.716
2.27347
-1.5684
4.08752
-0.789257
 -1.86031
  3.79047
1.64186
1.48091
5.68971
-0.912574
  2.16141
  2.88321
 1.69702
-1.17914
   4.058
-1.44136
0.578684
 1.66237
-1.17368
0.381787
 3.79395
-2.16263
0.369454
 4.62045
  -1.03032
-0.0281194
   2.00156
0.425045
0.426056
 3.94009
0.525044
 1.31595
 5.48828
   1.22324
-0.0285503
   3.88242
 2.10818
-1.62884
 3.67229
 0.269483
-0.882294
   2.1813
0.176516
0.606637
 1.01386
0.908532
0.220646
  3.4374
0.821948
0.279175
 2.17686
-0.427616
 -1.19186
  3.76954
-0.541693
-0.527404
  3.50208
1.89712
1.33222
2.89119
-0.300042
 -1.74382
  1.42474
 1.07358
0.353663
  3.2486
-0.289468
 0.159039
  1.40687
0.289462
0.500098
 3.93953
  0.75924
-0.404611
  2.87339
 2.26321
0.831353
 2.58323
-1.77059
-1.22421
 5.22615
0.744527
-1.13388
 3.41862
0.913252
 2.53122
 2.31424
 -0.784907
-0.0257982
   2.74127
 -1.44301
-0.184856
  1.62171
 -1.63418
-0.906064
  3.26617
  -1.153
0.983807
 5.43533
0.452824
 0.41782
 2.18612
0.325666
0.154543
 3.05706
1.39469
1.25765
2.21657
-1.46679
0.587108
 3.62681
 -1.72472
-0.855713
  2.96878
  2.1411
-2.28501
 2.77207
1.01288
1.21568
1.98495
 0.181981
-0.404711
  2.37738
 0.807448
-0.374608
  3.23958
1.21455
 2.5197
2.20026
 0.259809
-0.111056
  2.55488
0.0563296
 -1.52285
  1.65314
-0.390836
 -1.18678
  2.98978
-0.184484
  1.07709
  3.37585
-0.553501
 -1.06025
  1.16094
 1.29313
-1.74711
 2.70619
-0.227104
  1.93261
  2.50729
-2.71391
 1.95514
 1.88854
-0.277319
 0.288997
   3.2964
 -2.2025
0.833522
 2.31847
    1.0254
-0.0533101
   4.37189
 2.63541
0.274563
 4.09698
-1.50704
0.114514
 2.07763
0.433358
0.508577
  2.3167
-0.434223
-0.179339
  2.55837
1.34153
1.89502
5.43961
 0.163899
-0.454638
  3.04237
0.256973
-1.28606
 3.19752
-1.43519
-1.01862
 1.92734
 0.873681
-0.364369
   2.2448
  1.91019
0.0179504
  4.67357
1.40514
1.13948
3.92372
  1.77748
-0.954955
  3.25917
 0.807892
-0.257641
  5.35589
 -2.46284
-0.664785
  4.02039
-0.362824
 0.806737
  3.06712
0.357233
0.794207
 2.22285
